video_id,title,description,channel_id,channel_title,view_count,like_count,comment_count,topics,latitude,longitude,published_at,duration,url,national_park
63_Sd574h80,Skiing Ivalojoki and Lemmenjoki 2019,"In March 2019 I went with my friend to Hammastunturi Wilderness Area to ski up Ivalojoki River and then to Lemmenjoki National Park to do a loop there. We finished a little bit earlier so at the end we went to Urho Kekkonen National Park for a short trip on ski tracks.
Trip reports in polish:
Hammastunturi: https://acrossthewilderness.blogspot.com/2019/03/hammastunturi-ivalojoki-na-nartach.html
Lemmenjoki: https://acrossthewilderness.blogspot.com/2019/04/park-narodowy-lemmenjoki-na-nartach.html

W marcu 2019 z Kasią Nizinkiewicz wybrałyśmy się do fińskiej Laponii żeby przejść na nartach wzdłuż rzeki Ivalojoki przez Hammastunturi, a następnie zrobiłyśmy pętlę po Parku Narodowym Lemmenjoki. Pozostały czas spędziłyśmy na przygotowanych trasach narciarskich w Parku Narodowym Urho Kekkonena",UCObkQY28ni_fgVg_3bqMfXA,Agnieszka 'Zebra' Dziadek,1335.0,68.0,27.0,"Hobby,Lifestyle_(sociology),Tourism",,,2019-04-28 11:47:10+00:00,PT38M42S,https://www.youtube.com/watch?v=63_Sd574h80,Lemmenjoki
kipk67qWvmo,"Рождество на автодоме в национальном парке, в первый раз на горных лыжах #evgenyfinn #автодом","Друзья! всем привет!!!!
Немного я задержался в этом году с видео))), но постараюсь исправиться.
Наша поездка на автодоме на север в Национальный парк Коли Финляндия. Ездили мы на католическое  Рождество. Там мы гуляли, смотрели красоты зимней сказки. Там же я в первый раз попробовал встать на горные лыжи. Посмотрите , что из этого получилось)).
Всем приятного просмотра, поддержите пожалуйста лайком и подпиской кто не подписан ещё. Пишите комментарии постараюсь на них ответить спасибо.",UCPodzGcTvM7X9vQbpmc7oIQ,Evgeny Finn,4055.0,207.0,53.0,"Lifestyle_(sociology),Tourism",63.096858,29.8062314,2021-04-12 18:45:13+00:00,PT30M43S,https://www.youtube.com/watch?v=kipk67qWvmo,Koli
noqU8aG3WDY,Kolmen vuoren vaellus - Etelä Konnevesi,"Alkukeväinen kahden yön vaellus Etelä-Konneveden kansallispuistoon. Vaellettiin Kolmen Vuoren Vaellus. Alkuperäinen tarkoitus oli lähteä melontaretkelle, mutta järvet olivatkin vielä jäässä, näinpä päädyttiin ihan patikointipuuhiin :). Parin päivän retkelle sai vielä aika maittavat retkiruoatkin tehtyä. Videota tehdessä sattui pieni yllättävä käänne, kun videomateriaali putosikin dronen mukana veteen..

Sukeltajat: Ig: @1nstatomm1 ja @jussijuntunen
Sukeltajat: Youtube: https://www.youtube.com/c/TommiPasanen",UCQUTl9Pa7x4HYkBJix2sXKA,Markus ja Saara Atula,4998.0,61.0,11.0,"Hobby,Lifestyle_(sociology),Tourism",,,2021-05-30 15:00:32+00:00,PT15M21S,https://www.youtube.com/watch?v=noqU8aG3WDY,Southern Konnevesi
fLBFcVPluas,Mystinen Vongoiva - 6 päivän vaellus UKK-puistossa OSA 1,"Teimme ruskavaelluksen Urho Kekkosen kansallispuistossa (UKK) syyskuussa 2021 tavoitteenamme saavuttaa Vongoiva -tunturi aivan itärajan kupeessa. Lähdimme matkaan Aittajärven parkkipaikalta ja suuntasimme Suomujoen vartta pitkin Siikauopajan laavun kautta Lupukkapään juurelta lähtevän Lupukkaojan varteen ensimmäiseksi yöksi. Mukaan oli lyöttäytynyt myös eräopasystävämme Sonja, jonka kanssa olimme olleet aiemminkin useamman kerran laavuretkillä, mutta nyt ensimmäistä kertaa vaeltamassa.  Toisena päivänä tarkoitus oli kiivetä Lupukkapäälle, mutta se oli pilvien peitossa ja muutenkin siinä vaiheessa  alkoi olla jo niin nälkä, että päätimme laskeutua Maantiekuruun ja jatkaa siitä lounaalle Pälkkimäojan laavulle. Sonja joutui harmillisesti aikataulullisista syistä kääntymään omille teilleen tässä vaiheessa. Pohdimme menevämme Luirojärven rantaan Anterinkämppään yöksi kuivattelemaan jälleen kerran kastuneita vaelluskenkiämme, mutta kuultuamme siellä leiriytyvän ihmisjoukon suuruudesta, ymmärsimme ettei kenkämme sinne mahtuisikaan ja päätimme jatkaa Sokostinojan vartta pitkin Hietapään juurelle, jossa sitten telttailisimme. Lopulta päädyimme Kärppäpään juurelle lammen rantaan, koska se oli ensimmäinen paikka, jossa oli vettä ja tasaista teltalle. Seuraavana päivänä matka jatkui Hammaskurun autiotuvan kamojenkuivattelutauon kautta Hammaskuruun, joka oli uskomattoman kaunis, niin kuin meille oli luvattukin. Aurinko alkoi paistaa ja fiilis oli huipussaan. Telttapaikka löytyi Kielitunturin juurelta, Anterinjoen varresta. Kolmantena päivänä oli vihdoin aika valloittaa Vongoiva ja sen takana häämöttävä Vongoinvanräystäs. Nousimme Kielitunturin läntistä rinnettä sen harjanteelle ja jatkoimme siitä Reututunturin kautta määränpäähämme. Ja millainen määränpää se olikaan. Vongoivanräystäs ylitti kaikki odotuksemme. Videoltakin sen varmasti näkee. 


Eräruokaan erikoistuneen eräoppaan Sonjan yhteystiedot:
sonjalassila(at) gmail.com
IG: sonjarnevi

Ja suurkiitokset vielä Peter Roelle (@Retkireppu ) luvasta käyttää hänen säveltämäänsä musiikkiaan videollamme!

Videon musiikit:
Peter Roe - Frozen Wilds
Reed Mathis - Climbing
Patrick Patrikios - Glacier
Peter Roe - Sakura

#ruska #vaellus #UKK 

Instagram: @viimeistamuruamyoten
Blogi: https://www.viimeistamuruamyoten.com

Teemme videoita luonnosta, vaeltamisesta, retkeilystä, retkiruoista ja retkivarusteista. Matkaa taitamme jalkaisin, hiihtäen, pyöräillen tai meloen ja välillä saatamme pysähtyä hetkeksi kalastamaan. Retket suuntautuvat pääasiassa Suomen Lapin erämaahan ja tuntureille sekä muuallekin Suomen kansallispuistoihin. Tervetuloa mukaan!",UCQUTl9Pa7x4HYkBJix2sXKA,Markus ja Saara Atula,27167.0,315.0,54.0,"Hobby,Lifestyle_(sociology),Tourism",,,2021-11-26 14:00:18+00:00,PT57M14S,https://www.youtube.com/watch?v=fLBFcVPluas,Urho Kekkonen
WoXUwCMoaHA,Merkkipäivän juhlistus - 3 päivän vaellus Pyhä-Luoston kansallispuistossa,"Voiko Lapin vaelluksella vesi loppua kesken? Tavallaan. Lähdimme viettämään merkkipäivää vaeltamalla Pyhältä Luostolle. Ruska veteli viimeisiään,  mutta Pyhän tunturiaapa sähdehti kirkkaan oranssina. Tällä kertaa tarkoitus oli tehdä kevyt retki polkuja pitkin, mutta tunturin rakkaanhan sitä eksyttiin. Teltan sijaan majoituimme Huttuloman autiotuvassa ja Yrjölän vuokratuvassa.

#retkeily",UCQUTl9Pa7x4HYkBJix2sXKA,Markus ja Saara Atula,21648.0,345.0,54.0,"Hobby,Lifestyle_(sociology),Tourism",,,2023-01-13 14:30:13+00:00,PT35M41S,https://www.youtube.com/watch?v=WoXUwCMoaHA,Pyhä-Luosto
csquOxN46OI,Lemmenjoen ja Hammastunturin Erämaan läpi vaellus 7 päivässä,"Saako yöttömänä yönä unta? Tuleeko räkkä nykyään jo ennen Juhannusta? Mistä massiivinen hirvensarvi on peräisin? Saako erämaasta kalaa?

Vaelsimme kesäkuun alussa Lemmenjoen kansallispuiston ja Hammastunturin erämaan läpi kokien yöttömän yön kalastushetket, ensimmäiset sääsket ja mäkärät. Menimme jokilaivalla Kultasatamaan ja sieltä kiipesimme Lemmenjoen kansallispuiston korkeimman tunturin Morgam-Viibuksen huipulle, josta matka jatkui halki Hammastunturin erämaan. Kiipesimme Appistunturien huipulle, kalastimme harjusta erämaajärvistä. Hammastunturikin tuli valloitettua. Todellista Lapin kesäisen luonnon kauneuden ihmettelyä.

Videolla esitetyt kartat ovat kuvakaappauksia Metsähallituksen hallinnoimasta retkikartta.fi -sivustosta.",UCQUTl9Pa7x4HYkBJix2sXKA,Markus ja Saara Atula,24293.0,340.0,78.0,"Hobby,Lifestyle_(sociology),Tourism",,,2022-07-26 13:00:25+00:00,PT58M52S,https://www.youtube.com/watch?v=csquOxN46OI,Lemmenjoki
ZtncavKR03I,Kohti Paratiisia - 6 päivän vaellus UKK-puistossa OSA 2,"Ruskavaellus Urho Kekkosen Kansallispuistossa (UKK) jatkuu Vongoivalta kohti Pirunporttia, jonka läpi on kuljettava päästäkseen Paratiisikuruun. Karun komeat tunturimaisemat vaihtuvat syvän oransseihin ruskan väreihin laskeutuessamme Reututunturilta Anterinjoen varteen. Akanhärkäkuru tulee vastaan jopa hieman yllättäen ja hurmaa meidät kauneudellaan. Syömme lounasta Muurravaarakan tulipaikalla ennen pitkää nousua Pirunportin läpi. Tunnelma on jopa hengellinen. Pirunportin jylhät rakkaseinämät kaareutuvat yllemme. Takaa paljastuu Ukselmakuru, jonka horisontissa siintävät lukuisat tunturijonot haalean sinisinä. Aloitamme nousumme kohti Paratiisikurua. 

Seisoessamme tunturin harjanteella emme voi lähes käsittää edessämme avautuvaa maisemaa. Paratiisikuru hohtaa kaikissa kuvitteellisissa ruskan väreissä hennon keltaisesta syvän punaiseen. Tunturikoivut syleilevät kurun seinämiä. Paratiisikurun lampi, sen kruununjalokivi, kirkkaan sinivihreänä ruskaloiston keskeltä. Olemme totisesti astuneet paratiisiin. Emme ole koskaan nähneet mitään näin hienoa. Sanat eivät riitä kuvaamaan näkemäämme ja jos totta puhutaan, kuvat ja videotkaan eivät anna sille riittävää kunniaa. Se on jotain, mikä pitää kokea itse. Poistuminen paratiisista oli vaikeaa. Askeleet laahasivat perässä.

Ja taas kertaalleen suurkiitokset Peter Roelle (@Retkireppu ) luvasta käyttää hänen säveltämäänsä musiikkiaan videollamme!

Peter Roe - When the Peach Trees Bloom
Peter Roe - Hymn of Eternity
Muut kappaleet artlist.io

#ruska #vaellus #UKK 

Instagram: @viimeistamuruamyoten
Blogi: https://www.viimeistamuruamyoten.com

Teemme videoita luonnosta, vaeltamisesta, retkeilystä, retkiruoista ja retkivarusteista. Matkaa taitamme jalkaisin, hiihtäen, pyöräillen tai meloen ja välillä saatamme pysähtyä hetkeksi kalastamaan. Retket suuntautuvat pääasiassa Suomen Lapin erämaahan ja tuntureille sekä muuallekin Suomen kansallispuistoihin. Tervetuloa mukaan!",UCQUTl9Pa7x4HYkBJix2sXKA,Markus ja Saara Atula,16530.0,282.0,65.0,"Hobby,Lifestyle_(sociology),Tourism",,,2021-12-10 13:00:31+00:00,PT38M32S,https://www.youtube.com/watch?v=ZtncavKR03I,Urho Kekkonen
E8DXbhlpSdk,Meidän ensimmäinen hiihtovaellus - 7 päivää UKK:ssa,"Maaliskuussa teimme elämämme ensimmäisen hiihtovaelluksen Urho Kekkosen kansallispuistossa (UKK) Kiilopäältä Sokostille (Luirojärven kierros). Ahkiot oli pakattu täyteen talvivaellukseen tarvittavia varusteita ja retkiruoat oli pääosin kuivattu valmiiksi. Aurinkoinen pakkassää johdatti meidät Suomunruoktun autiotuvalle, jossa yövyimme varaustuvan puolella. Sieltä matka jatkui Tuiskutunturien yli Tuiskukuruun, jossa telttailimme 4-hengen tunneliteltassa revontulien vaimean loisteen alla. Luirojärvellä odotti sauna, tai ainakin saunan lämmitys, johon vettä sulateltiin lumesta oikein urakalla. Luirojärven Hillton oli meitä lukuunottamatta tyhjillään. Kävimme valloittamassa Sokostin ja katselemassa tunturien huippuja. Lasketeltiin Sokostin jäisiä rinteitä tunturisuksilla alas. Mikko pääsi huomattavasti nopeammin laskettelusuksillaan. Matka jatkui umpihangessa hiihtäen kohti Lankojärven autiotupaa. Väliin mahtui vielä yksi telttayö matkanteon hitauden vuoksi. 

Tarkempi reittikuvaus löytyy blogista: https://viimeistamuruamyoten.com/hiihtovaellus-sokostin-huipulle-luirojarven-kierros-90-km-nousua-ja-laskua-1550m/

Instagram: @viimeistamuruamyoten
Blogi: https://www.viimeistamuruamyoten.com

Teemme videoita luonnosta, vaeltamisesta, retkeilystä, retkiruoista ja retkivarusteista. Matkaa taitamme jalkaisin, hiihtäen, pyöräillen tai meloen ja välillä saatamme pysähtyä hetkeksi kalastamaan. Retket suuntautuvat pääasiassa Suomen Lapin erämaahan ja tuntureille sekä muuallekin Suomen kansallispuistoihin. Tervetuloa mukaan!

Musiikit:
Mind Stream - Chris Haugen
Let's do this! - Nat Keefe&Hotbuttered rum
Koto San - Ofshane
Leaning on the everlasting arms - Zachariah Hickman",UCQUTl9Pa7x4HYkBJix2sXKA,Markus ja Saara Atula,8201.0,92.0,5.0,"Hobby,Lifestyle_(sociology),Tourism",,,2021-04-13 14:56:23+00:00,PT11M47S,https://www.youtube.com/watch?v=E8DXbhlpSdk,Urho Kekkonen
_CoXuobUqvE,Liesjärven kansallispuistossa Korteniemen tulipaikalla.,"Minulla oli tarkoitus lähteä Teijoon, mutta suunnitelmien muuttuessa lähdettiin Ronin ja Millien kanssa Korteniemeen. Punatulkun kierros jäi kiertämättä, mutta löydettiin kiva nuotiopaikka ja grillattiin pihviä.",UCQVD31tNHT3-dLfBFogV0Aw,Esan Erä ja Luonto,1291.0,27.0,0.0,"Hobby,Lifestyle_(sociology),Tourism",,,2018-03-11 13:07:40+00:00,PT12M37S,https://www.youtube.com/watch?v=_CoXuobUqvE,Liesjärvi
_UdEWRM6n9s,Wild Camping in Finland with Caravan Adria Aviva 360 DD - Wildcampen in Finnland mit dem Wohnwagen,"Adria Aviva 360 DD/DK Facebook Group - https://www.facebook.com/groups/8340720069332004

We reached the ""happiest country"" in the world with our caravan and we stayed off grid at two national parks.

We hiked and slept at Pallas-Yllästunturi National Park and Lemmenjoki National Park",UCQdovHdGjlhHpBzSBIY9JlQ,Tapshanov,6824.0,81.0,5.0,"Hobby,Lifestyle_(sociology),Tourism",68.6388189,25.5985362,2022-06-15 07:00:11+00:00,PT26M26S,https://www.youtube.com/watch?v=_UdEWRM6n9s,Lemmenjoki
B_ky3Xl7w68,Pieni karhunkierros. Oulangan kansallispuisto. Retkeily ja ulkoilu.,"Päiväretki Oulangan kansallispuistossa. Retkikohde tällä kertaa on Pieni karhunkierros. Reitti on 12 km. pitkä ja täynnä todella hienoja luontokohteita. Vesielementit näyttelee isoa osaa kierroksella... Lähde katsomaan, kun Kitkajoki näyttää mahtiaan.
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,2936.0,113.0,17.0,"Hobby,Lifestyle_(sociology),Tourism",66.3745719,29.3222341,2022-08-07 07:00:05+00:00,PT28M22S,https://www.youtube.com/watch?v=B_ky3Xl7w68,Oulanka
U8OaVWJ2aXE,Retkeily ja ulkoilu. Koppelon kierros Repovesi Kouvola.,"Päiväretki suuntautui Repoveden kansallispuistoon Koppelon kierrokselle. Koppelonkierros lähtee Tervajärven parkkipaikalta, suuntautuen Talaksen kautta Kuutinkanavalle, sieltä Lojukoskelle, jatkuen takaisin Tervajärven parkkipaikalle. Reitti on reilu 8 km pitkä rengasreitti, joka on kuljettavissa molempiin suuntiin. Merkkauksena toimii oranssit täpät puissa, sekä koppelon kuvalla varustetut kyltit. Polku pitää sisällään useamman tulipaikan, kaivon sekä huussit löytyy myös. Maasto on vaihtelevaa, takuuvarmaa Repoveden kansallispuistoa. Tervetuloa mukaa katsomaan Marraskuista Repovettä!",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,1707.0,70.0,11.0,"Hobby,Lifestyle_(sociology),Tourism",61.1879953,26.9023636,2021-11-18 15:49:04+00:00,PT27M45S,https://www.youtube.com/watch?v=U8OaVWJ2aXE,Repovesi
Bthq0BzrYs4,Talviretki Repovedelle. Ulkoilu ja retkeily,"Päätin lähteä päiväretkelle Repoveden kansallispuistoon. Tiesin, että sää olisi hieno, mutta se yllätti kulkijan positiivisesti paikan päällä. Tervajärvi palkitsi kulkijan täydellisellä päivällä.",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,1042.0,58.0,25.0,"Hobby,Lifestyle_(sociology)",61.1879953,26.9023636,2022-03-11 17:00:07+00:00,PT9M56S,https://www.youtube.com/watch?v=Bthq0BzrYs4,Repovesi
WPFmiEfsN-k,Päiväretki Sipoonkorven kansallispuistoon. Retkeily ja ulkoilu.,"Muutama aste pakkasta ja ensimmäiset leijailevat lumihiutaleet saatteli minut Sipoonkorven poluille. Kävin kiertämässä Bakunkärrin-, Knutersin- ja Fiskträskin kierrokset ympäri. 
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,1562.0,91.0,9.0,"Hobby,Lifestyle_(sociology)",,,2022-11-24 16:00:15+00:00,PT16M9S,https://www.youtube.com/watch?v=WPFmiEfsN-k,Sipoonkorpi
XZ2EbPSub0w,Yöparkin kautta retkelle. Retkeily ja ulkoilu.,"Lähdin suoraan iltavuorosta kohti Repoveden kansallispuistoa. Suunnitelma oli nukkua Lapinsalmen parkkipaikalla ja ottaa siitä aamulla lentävä lähtö Repoveden poluille... Suunnitelma oli hyvä, mutta mutta!
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,1955.0,90.0,2.0,"Hobby,Lifestyle_(sociology),Tourism",61.1879953,26.9023636,2022-09-22 15:00:38+00:00,PT29M34S,https://www.youtube.com/watch?v=XZ2EbPSub0w,Repovesi
NJsQmTaGoJs,Erikoisretki Oulangan kansallispuistoon. Retkeily ja ulkoilu.,"Päätin kokeilla jotain erilaista ja siitä syntyi päiväretki Oulangan kansallispuistoon. Tavoitteena oli päästä näkemään Kanjonin kurkkauksen ja Ristikallion mykistävät maisemat. Lähde mukaani katsomaan hienoja maisemia.
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,3042.0,136.0,16.0,"Hobby,Lifestyle_(sociology),Tourism",66.3745719,29.3222341,2022-07-31 07:00:14+00:00,PT31M31S,https://www.youtube.com/watch?v=NJsQmTaGoJs,Oulanka
h6u2Km5PfNU,Yö Olhavanvuoren maisemissa. Retkeily ja ulkoilu.,"Perinteinen Isänpäivänretki Repoveden kansallispuistoon. Kiertelin ennalta suunnitellun reitin ja yövyin Olhavan laavulla, joka on ihan siinä vuoren kupeessa. Oli aika tuulinen yö ja riippumatossa vähän jännitti, ettei puita kaadu nukkujan päälle... Tervetuloa retkelle mukaan.
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,3440.0,125.0,16.0,"Hobby,Lifestyle_(sociology),Tourism",,,2022-11-17 16:00:32+00:00,PT44M45S,https://www.youtube.com/watch?v=h6u2Km5PfNU,Repovesi
1WDHbt5sUeM,Yöretki Tiilikkajärven kansallispuistoon. Retkeily ja ulkoilu.,"Kesälomalla on aikaa retkeillä. Suuntana tällä kertaa yöretki Tiilikkajärven kansallispuistoon. Ajattelin kiertää Uiton kierroksen joka on 7 km. pitkä rengasreitti. Yöpaikaksi suunnittelin Venäjän hiekkoja. Lähde mukaan katsomaan miten retki onnistuu.
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,5969.0,168.0,27.0,"Hobby,Lifestyle_(sociology),Tourism",63.6614721,28.2993964,2022-07-19 16:30:00+00:00,PT44M39S,https://www.youtube.com/watch?v=1WDHbt5sUeM,Tiilikkajärvi
g8Sbj18M9OI,Yöretki Repoveden lumoaviin maisemiin. ERIKOISRETKI,"Yöretki Repoveden kansallispuistoon vaati pieniä erikois valmisteluita yöpymisen suhteen.. Taas voin sanoa, että Repovesi ei pettänyt, oli hienoa keliä, sekä upeita maisemia.
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,4292.0,167.0,32.0,"Hobby,Lifestyle_(sociology),Tourism",61.1879953,26.9023636,2023-03-07 16:00:21+00:00,PT46M21S,https://www.youtube.com/watch?v=g8Sbj18M9OI,Repovesi
OyOUYqU36E0,Kolmen kansallispuiston vaellus. 2/3 Leivonmäen kansallispuisto. Retkeily  ja vaellus.,"Suunnittelin kesälomaretken niin, että pystyin käymään kolmessa eri kansallispuistossa, kuitenkin kulkien kohti määränpäätä Pelloa. Siitä syntyi ajatus kolmen kansallispuiston vaelluksesta. Siispä ensin kohti Isojärven kansallispuistoa ja auto siirtymä Leivonmäelle, siitä sitten kohti Etelä-Konneveden kansallispuistoa. Maastossa vietin neljä yötä. Päätin jakaa tämän retken kolmeen eri osaa ja tässä olisi toinen retki eli Leivonmäen kansallispuisto.
 @Sammaleisetpolut ​",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,2210.0,128.0,10.0,"Hobby,Lifestyle_(sociology),Tourism",,,2023-06-20 15:00:13+00:00,PT22M7S,https://www.youtube.com/watch?v=OyOUYqU36E0,Leivonmäki
ZawuZLN1suM,Hirvaan kierros 62 km Salamajärven kansallispuisto. Syysvaellus.,"Lähdettiin tekemään kesäkauden päätösretki Suomenselälle ja vaellettiin Hirvaankierros neljässä päivässä. Retkeen mahtui hienoja kohtaamisia ihmisten ja metsäpeurojen kanssa. Vaikka ollaan jo syksyn puolella, niin kelit oli varsin kesäiset... Upea reissu, upeissa maisemissa.
@Sammaleisetpolut 
@tannejarvainen",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,4443.0,174.0,32.0,"Hobby,Lifestyle_(sociology),Tourism",63.2357871,24.8229325,2023-09-14 16:00:20+00:00,PT1H1M27S,https://www.youtube.com/watch?v=ZawuZLN1suM,Salamajärvi
eiVZSdroa34,Retkeily. Tutustumista Rokuan kansallispuistoon.,"Kesälomareissuun kuului käynti Rokuan kansallispuistossa. Kiertelin iltasella Pookin retkeilyreitin ympäri ja olin yön lammen rannalla. Videon lopussa on kuvaa myrskyn tuhoista, joka meni alueen yli juhannusviikolla. 
@sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,2861.0,83.0,9.0,"Hobby,Lifestyle_(sociology),Tourism",,,2021-07-09 16:08:45+00:00,PT20M14S,https://www.youtube.com/watch?v=eiVZSdroa34,Rokua
B9Zq5ZwHVks,Yön yli Hiidenportin kansallispuistossa. Retkeily ja ulkoilu,"Retkeily jatkuu Hiidenportin kansallispuistossa. Kiersin Kitulan kierroksen joka on 10.5 km. pitkä reitti. Yötä olin riippumatossa, mutta aamulla luonto otti minusta erä voiton.. Lähde mukaan katsomaan hienoa luontopolkua.
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,3125.0,142.0,15.0,"Hobby,Lifestyle_(sociology),Tourism",,,2022-07-23 07:00:02+00:00,PT36M54S,https://www.youtube.com/watch?v=B9Zq5ZwHVks,Hiidenportti
aWMl4Q1lzZI,Yöretki Repoveden kansallispuistoon.  Retkeily ja ulkoilu.,"Päätin ottaa äkkilähdön Repoveden kansallispuistoon. Retki on tällä kertaa yön yli retki ja yöni vietin Kuutinkanavalla vanhassa puuliiterissä. Repovesi tarjoili taas parastaan. Lähde mukaan katsomaan.
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,3027.0,123.0,18.0,"Hobby,Lifestyle_(sociology),Tourism",61.1879953,26.9023636,2022-06-21 16:30:01+00:00,PT34M29S,https://www.youtube.com/watch?v=aWMl4Q1lzZI,Repovesi
mdogthghPr4,"Juhannusretki risteillen ja patikoiden,  Retkeily ja ulkoilu.","Juhannusretken päätin toteuttaa rengasreittinä, joka pitää sisällään risteilyn. Lähtö tapahtui Orilammen majalta Vuohijärven rannalta. Nousin Kultareittiä tekevän risteilyaluksen kyytiin, joka seilasi Repoveden kansallispuistoon. Risteily pysähtyy Kuutin kanavalle, jossa minä jäin kyydistä ja jatkoin matkaa jalan takaisin Orilammen majalle. Vietin yhden yön reissussa ja yöpaikaksi valikoitui Pitkälammen vanha laavupaikka, joka olikin aivan upea.
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,2969.0,143.0,23.0,"Hobby,Lifestyle_(sociology),Tourism",61.1879953,26.9023636,2023-07-04 17:00:37+00:00,PT53M5S,https://www.youtube.com/watch?v=mdogthghPr4,Repovesi
j1DqDcKS_VM,Retkeily. Mahtava Repovesi.,"Retkeily. Päiväretki Repovedelle. Ajateltiin kulkea kansallispuistoon vähän eri reittiä, kuin mistä sinne yleensä tullaan. Ajatuksena, että voisiko lähtöpaikka olla Orilammenmaja ja millainen reitti sieltä löytyisi kansallispuiston sisälle. 
Orilampi - Murjanvuori - Pitkälampi - Riuttavuori - Olhavanvuori - Saarijärvi n. 25 km. Tälläinen oli meidän reitti. Ensi kerralla otetaan yöpymisvälineet mukaan ja päästään nauttimaan yö Repoveden jylhissä maisemissa. Olhavanvuorelta avautuu aina yhtä mahtavat maisemat.",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,2379.0,64.0,0.0,"Hobby,Lifestyle_(sociology),Tourism",61.1879953,26.9023636,2021-07-13 15:00:31+00:00,PT41M37S,https://www.youtube.com/watch?v=j1DqDcKS_VM,Repovesi
NOca6_aKsxM,Talviretkeilyä Repoveden kansallispuistossa. Retkeily ja ulkoilu.,"Päiväretki hiihtämällä Repoveden maisemissa. Lähdin aamun sarastaessa Saarijärven parkkipaikalta kohti Olhavaa. Reitti kulki läpi usvaisen Valkjärven jään...
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,2537.0,129.0,21.0,"Hobby,Lifestyle_(sociology),Tourism",61.1879953,26.9023636,2023-01-24 16:00:19+00:00,PT23M19S,https://www.youtube.com/watch?v=NOca6_aKsxM,Repovesi
GiYlfXck3zQ,Riisitunturin kansallispuisto ja Riisin Rietas. Retkeily ja ulkoilu.,"Kesäloman päiväretki Riisitunturin kansallispuistoon. Kiersin Riisin Riettaan ympäri ja kyllähän siellä ihmeteltävää riitti... Lähde mukaan Riisitunturiin. 
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,5677.0,183.0,14.0,"Hobby,Lifestyle_(sociology),Tourism",,,2022-08-28 15:00:08+00:00,PT20M8S,https://www.youtube.com/watch?v=GiYlfXck3zQ,Riisitunturi
agEe9MhdPcc,Viikonloppuretki Repoveden syrjävyöhykkeelle. Kaksi yötä tarpin alla. Retkeily ja ulkoilu.,"Tehtiin viikonloppuretki Repoveden syrjävyöhykkeelle. Retki suuntautui Aarnikotkan metsän luonnonsuojelualueelle. Retkeä ohjasi alueen järjestyssäännöt sekä jokaisen oikeudet. Vietettiin kaksi yötä tarpin alla, käytiin tervahaudalla sekä vanhoilla kaskimailla. Ensimmäinen yö vietettiin Repovuoren päällä ja toinen yö upean Ristijärven rannalla. 
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,5512.0,182.0,41.0,"Hobby,Lifestyle_(sociology),Tourism",,,2023-11-24 17:30:00+00:00,PT56M54S,https://www.youtube.com/watch?v=agEe9MhdPcc,Repovesi
qlKYcMHMGQ4,Hiihtoretki Valkmusan kansallispuistoon. Retkeily ja ulkoilu.,"Päivän mittainen hiihtoretki Valkmusan kansallispuistoon. Olin odottanut koko talven sopivaa keliä, että pääsisin hiihtelemää Valkmusaan... Nyt se päivä koitti. Reppu selkään ja kohti morovuorta. Päivätuvalla evästauko ja paluu matkalla lintutornia ihmettelemään.
@Sammaleisetpolut",UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,2357.0,129.0,16.0,"Hobby,Lifestyle_(sociology)",60.5720544,26.705125,2023-03-14 16:00:35+00:00,PT23M20S,https://www.youtube.com/watch?v=qlKYcMHMGQ4,Valkmusa
