channel_id,title,description,subscriber_count,video_count,view_count,topics
UCXRzRzLUt2KjZhI18NMJuBA,Daiki Yoshikawa,"（日本語は下記参照）
Welcome to my channel!
I'm originally from Kyoto, Japan. I moved to Finland for my Master's degree in 2016. After that I started working in the field of business development and marketing in this beautiful Nordic country. Currently I'm based in the capital city, Helsinki. 

Through this channel I'm hoping to share my experience in Finland and sometimes abroad, including culture, career, lifestyle and travel diaries. I upload a video EVERY WEEKEND. You could check my homepage and Twitter, where I actively share my experience and learnings. Also, don't forget to subscribe this channel! :) 

フィンランド・ヘルシンキ在住。
直感や色んな流れに従った結果、2016年にフィンランドの大学院に進学して、この北欧の「森と湖の国」に残り働いています。北欧・フィンランドに住んで5年目、幸福度が高いと言われるこの国での、ほのぼのとしたリアルな日常を「毎週末」アップしています。テレビ局や旅行者が映さないであろう、現地の人々の生活や風景など、お届けできればと思います。ぜひチャンネル登録していただけると、励みになります。

◇Twitter     https://twitter.com/Okonomiyakiguy
◇Instagram     https://www.instagram.com/okonomiyakiguy/?hl=ja    
◇BLOG     https://finland-life-lessons.com
",14500,199,1892033,"Food,Lifestyle_(sociology),Tourism"
UCsXRDTa-TX6aWNGVNut1s1g,Martin Stefanov,"'Martin Stefanov Films' is my one-man labour of love. Since its inception in 2018, I have worked hard to keep it a contemplative movie space free of ads and commercial interruptions — something important to me and, I hope, to you — supported instead by viewers like you. Filming and editing take nearly every waking hour of my day and it is expensive to sustain. If you find any joy, solace, inspiration, or you learn something here, please consider a modest donation — however much you can afford, it means and helps more than you can imagine.
There are a few options:
- Patreon account: https://www.patreon.com/martinstefanov
- Check my online store: https://holvi.com/shop/unlockyourhero/
- Subscribing and sharing my content also helps a lot! :)
",13600,88,1763645,"Hobby,Lifestyle_(sociology),Tourism"
UCeArR3SoNJFRgUqhL_1V6cg,Seela Korpilähde,Nature loving Finnish girl with a camera,12900,44,1875850,"Hobby,Lifestyle_(sociology),Tourism"
UComjNFRctGoz0X0qu7xaneA,Tide Knot Travellers,"Hi! We're Craig & Kirsty a Husband and Wife travelling the World and sharing our content to help others travel too! 

A British couple from London, England. We got married in 2018 and decided instead of a honeymoon we’d travel the world together. We saved money and points, quit our jobs, rented our house out and boarded a one way flight on March 1st 2020, then the global pandemic hit, so we chose to stay put where we were and toured the entire country of Estonia! 

We started this Youtube channel to create memories & share our experiences with friends, family and anyone who enjoys travel! We post a new video every Friday and sometimes we do a midweek bonus video (when travel and wifi allows!) 

We hope you enjoy our videos and thank you for following our journey! 

The easiest way for you to support our work is to subscribe to our channel and ring the bell 🔔 to get notified when we post a new video!

Follow us on instagram to see where we are and what's coming up next!",12900,189,1571089,"Tourism,Lifestyle_(sociology)"
UCyj1yL2lKMN42gNr87pIfGw,Kanootti & Tomaatti (Kanootti & Tomaatti),"Seikkailija, adventurer.

Instagram: https://www.instagram.com/canoe_and_tomato
Blogi: http://www.vettis.net/blog/
E-mail: vettis76 @ gmail . com",12800,194,1485615,"Tourism,Lifestyle_(sociology),Hobby"
UCXsTVl-HtdDaPeJmfEMqqTA,Erik B. Jørgensen,"Velkommen til min kanal. Jeg hedder Erik, jeg håber du kan få en masse ud af min kanal. Husk at stort set alle video også har et blogindlæg tilknyttet, hvor der er meget mere information og link til mere viden. 

Skriv endelig til mig hvis du har noget på hjerte (er mest til mails, hvis det ikke har med selve videoen at gøre).

God fornøjelse. 
Mvh
Erik B. Jørgensen:
- Eventyrer
- Forfatter
- Foredragsholder
- Ekspeditionsleder
- Tidligere: Slædepatruljen Sirius og Jægerkorpset

HUSK Eventyret starter i din baghave

Se meget mere på www.komud.dk
",12500,646,2693784,"Hobby,Lifestyle_(sociology),Tourism"
UCT9Op5RQ6nj-jhUYFRduenw,Taival Outdoors,"Everything from multi-day wilderness backpacking to day hikes and overnight adventures. I also make outdoor gear reviews based on extensive testing and experiences from camping all year round. On many of my videos you'll also see my dog, Rokka the Alaskan Malamute, who has proven to be a great companion in the backcountry.

Channel milestones:
- 112 videos in Finnish during 2015-2020
- Taival Outdoors launched in April 2020
- 10,000 subscribers in July 2022
",12300,93,821775,"Hobby,Lifestyle_(sociology),Tourism"
UChBPAnbOE1bTbvEp-dttZXA,Retkireppu,"Hei! Olen Peter, pitkän linjan retkeilijä ja luontokuvaaja. Ammatiltani säveltäjä ja äänisuunnittelija. Tällä kanavalla julkaisemme yhdessä puolisoni ja lasten kanssa vaellus,- ja retkeilyaiheisia videoita sieltä täältä missä nyt ikinä seikkaillaankin. Välillä yksin ja välillä yhdessä. Tilaa kanava ja pysy mukana retkillä :) 

Instagram: Retkireppu1
Facebook: https://www.facebook.com/Retkireppu
Sähköposti: ptarvain84@gmail.com",12100,98,1412399,"Hobby,Lifestyle_(sociology),Tourism"
UCObkQY28ni_fgVg_3bqMfXA,Agnieszka 'Zebra' Dziadek,"ENG Agnieszka ""Zebra"" Dziadek, long distance hiker and a nature lover. Hiked 45000 km so far (over 28000 miles). Te Araroa 2015/2016, Appalachian Trail 2017, Continental Divide Trail 2018, Pacific Crest Trail 2019, across Sweden 2020, Croatian Long Distance Trail 2021, Norge på langs 2022, across Japan 2023, Pacific Northwest Trail 2024.

PL Agnieszka ""Zebra"" Dziadek, polska podróżniczka i wędrowiec długodystansowy - w nogach 45000 km. Przejścia szlaków długodystansowych: Te Araroa 2015/2016 oraz Triple Crown of Hiking, czyli Potrójną Koronę szlaków długodystansowych w USA: Appalachian Trail 2017, Continental Divide Trail 2018, Pacific Crest Trail 2019, Sverige på längden, czyli przejście Szwecji 2020, Croatian Long Distance Trail 2021, Norge på langs 2022, pieszy trawers Japonii 2023, Pacific Northwest Trail 2024.",11700,311,2048159,"Hobby,Lifestyle_(sociology),Tourism"
UCysRtnIdx5BpAKpayHnMUQg,Ihan Eetu vaan,,11500,102,1562206,"Hobby,Lifestyle_(sociology),Food"
UC2Prp3t7Ol-a041FXTyCzNQ,Kampiapina,Kaikkiruokainen pyöräilijä. Välillä mennään pitkää maantiellä ja välillä lyhyttä metsässä. Joskus keitellään kahvit lähimetsässä ja joskus painetaan pitkää päivää satulassa kohti auringonlaskua. ,11100,234,2534220,"Sport,Lifestyle_(sociology),Hobby"
UC-qkeYYA0tyORf3sKB-DSzg,Sakke Raappana,"Tervetuloa kanavalleni. Elokuvamaiset vaellusvideot ovat intohimoni. Harrastuksiini kuuluu myös musiikki, eräperinteet, luonnossa selviytyminen, kalastus, koskenlasku sekä retkeily ylipäätään.

#vaellus #retkeily #kalastus #selviytyminen #bushcraft #camping #hiking #survival #survivalskills #vegesakke #sakariraappana

Welcome to my channel. Hiking and camping videos are my passion. I also spend time in the nordic wilderness doing survival and bushcraft stuff. Bushcraft and survival skills and also long canoe trips are in my favor. I also run rapids with canoe and with packraft. I often do longer hikes in Finnish Lapland mostly in wilderness areas or national parks. In Eastern and Southern Finland I do camping and canoeing videos also.

",10300,131,1048783,"Hobby,Lifestyle_(sociology),Tourism"
UCqW5aGynRn1vXX-teTUPDyg,Urbex_Arttu,"
-Rakennettu kulttuuriympäristö
-Rakennushistoria
-Vanhat talot

Urbaanien alueiden tutkiminen – aihekanava

Hirsitalot 
Urbaani löytöretkeily
Retkeily 
Luonto
Historia
Dokumentti 
Vlog




Mikäli tiedät mielenkiintoisen kuvaus kohteen niin laita minulle sähköpostia niin tutkitaan onko kuvaus mahdollinen.
Urbex_Arttu@outlook.com



Autiotalot
Metsälöytö
Hylätty talo
Maaseutu
Urban Exploring
Urban exploration
Lost places
Urbex",10300,164,3376444,"Hobby,Lifestyle_(sociology)"
UCNFWPF0AiXaNInkrAcLgvzg,PIIIA,"Road trippejä ja automatkailua niin Suomessa kuin ulkomailla — lähimatkailua ja mikroseikkailuja arjessa. PIIIA on YouTube-kanava kaikille oman elämänsä tutkimusretkeilijöille 🗺🧭

Virtuaalimatkaile omalta kotisohvaltasi road tripille Lofooteille, ajomatkalle halki Euroopan tai ruskareissulle Lappiin. Löydä uusia retkikohteita Suomesta — vai sukeltaisitko sittenkin pakun rakennusprojektiin seuraamaan kuinka rakensimme pakettiautosta meille aurinkoenergialla varustetun ihka ensimmäisen oman kodin?

Pian kanavalla päästään seuraamaan tuoreinta Suomi -road trippiämme, jossa vieraillaan lukuisissa eri luontokohteissa ja vietetään upeita hetkiä Lapissa.

Kurkista ihmeessä myös PIIIA.com-sivustomme puolelle!  Älä kuitenkaan unohdu liian pitkäksi aikaa, vaan:

Lähde ulos ja seikkaile! Never stop exploring ✨🌙

Kaupallinen yhteistyö? Lue lisää: https://piiia.com
",9810,151,1985118,"Tourism,Lifestyle_(sociology)"
UCwT76tOwIJ5WzUPZYokgbvA,Рыбалка в Финляндии от А до Я / FinFishing,"Канал о рыбалке в Финляндии. Здравствуйте. Меня зовут Андрей. Много лет проживаю в Финляндии и активно рыбачу. На этом канале я буду делиться подробной информацией о рыбалке в Финляндии, а также Норвегии. Вся информация основана на ПРАКТИЧЕСКОМ опыте ловли рыбы, и нередко он расходится с общепринятой теорией. Вы сможете получить достоверную информацию от ""аборигена"", где ловить, как ловить, когда ловить, на что ловить. 

Мой магазин товаров для рыбалки в Финляндии, заказ рыбалки, а также материалы о рыбалке в Финляндии:
https://finfishing.eu

Лицензии: https://youtu.be/EW7PBq7FWv8

Поддержка канала: paypal.me/finfishing  (Спасибо)

Официальная группа в сети Facebook : https://www.facebook.com/groups/finfishing
Официальная группа в сети Vkontakte: https://vk.com/finfishing
Мой рыболовный профиль: https://our.fishing/finFishing
По коммерческим вопросам: saimaafishing@gmail.com",9750,172,1279271,"Pet,Hobby,Lifestyle_(sociology)"
UCYOIFqlogi0_EYgI2_QQvdw,#FILLARIPÄIVÄKIRJA,"Ympärivuotisen maastopyöräräretkeilyn ”rajattomat” mahdollisuudet
- BikePacking / BikeRafting / BikeSledding -
Näe - Koe - Tunne - Luonto

Bikepacking DUDE
Canyon Ambassador
Shimano Nordic Ambassador
Orlieb Waterproof Ambassador

Tervehdys!

Polkupyörä on urheiluvälineen lisäksi myös väline taittaa työmatkat, kauppareissut ja kavereilla vierailut sekä yhtä lailla retkeillen saavuttaa luonto, metsä ja sen rauha jokaisena neljänä vuoden aikanamme niin. Pyörä on juhta, jonka päällä kulkee kaikki, mitä useamman päivän retkillä tarvitaan: varusteet, sapuskan sekä majoitteen - siis kaiken.

Etsin Bikepackingin - polkupyörävaelluksen rajoja. Mihin kaikkeen tuo polkupyörä taipuukaan ja mitä kaikkea sen perässä voi vetää ja päällä kantaa. Kesällä maisema vaihtuu tarvittaessa vesistöjä pitkin pyörä packraftin kyydissä ja talvella pyörä taas vetää varusteita kevyesti ahkiossa tai Exrta Wheel peräkärryssä jossa voi kulkea mukana myös kotateltta kaminoineen päivineen.

- tärkeintä on lähteminen…
",9680,312,1254857,"Tourism,Sport,Hobby,Lifestyle_(sociology)"
UCNQcvWs4fWU8FhUFXHoGINw,RVingEurope Deutsch,"Wir sind Lysan und Benjamin. Ein junges Paar, das alles aufgegeben hat im im Wohnmobil durch Europa zu reisen. Auf unserem Kanal nehmen wir euch mit auf unserer Reise.",9560,198,2322702,"Tourism,Lifestyle_(sociology)"
UCWDXI9DB3TXS-D6fybRPn-A,Luke Bland,"Digital Producer | Semi-Daily vlogger | Helsinki, Finland

American living in Helsinki, Finland

Things you'll find here: Marathon running, Island swimming, and lately boating, drone filming, urban fixed gear bike craziness, a really big helmet and a bit of Helsinki lifestyle.


Where I work:
http://cocomms.com

Cameras: GoPro Hero 8 Black, iPhone SE 2020, DJI Mavic Air

#vlogger #vlogging #vlog #youtuber #helsinki #city #finland #video #visitfinland  #ourfinland #tapiola #espoo #visitfinland  #lifestylevlog #expat  #running #runlikehel #fixedgear #cycling #urbancycling #urban",9240,852,2130375,Lifestyle_(sociology)
UCh-i9nUvo55RDjhra7bNm-Q,Rianti Septiani,"Hallo semuanya..
Welcome to my channel ☺

Nama channel Jari Manis adalah gabungan dari nama saya dan suami yaitu Jani dan Rianti. Saya sendiri berasal dari Jakarta dan suami saya dari Helsinki, Finlandia. Setelah menikah saya ikut suami tinggal di Finlandia.
Channel ini berisi gado-gado 😁 bisa tentang travel, beauty, masak dan gayahidup di Finlandia.
Video baru akan tayang 1-2 x dalam satu minggu.
So, jangan lupa klik SUBSCRIBE/BERLANGGANAN ya teman"" supaya update terus video terbaru dari channel Jari Manis. Thank you 😘

If you need more information, you can contact me from my social media.

Instagram: https://www.instagram.com/rianti.septianiii/

Facebook: https://m.facebook.com/rianti.septianiii?ref=bookmarks

Smule: https://www.smule.com/riantiseptiani

Thanks All 😘😘😘",8780,161,998323,"Tourism,Lifestyle_(sociology)"
UC1hNr7UolBomdhSCOmFlVeQ,Julie Allidem,"Hello everyone! Welcome to my channel and welcome to our life in Finland! My vlogs are about lifestyle, travels and everything in between. 😄 Thank you for taking the time to watch my vlogs. Leave some comments, like, share and SUBSCRIBE for more videos! 👍😇 Have a great day everyone! 💚🤍❤️",8700,198,777771,"Lifestyle_(sociology),Tourism"
UCcyHtGp2MkUK7C4c-r3VbMg,True Vikings,"We are two guys from Finland making videos about metal detecting, gold panning, magnet fishing and other outdoor adventures. We travel the world to do the things we love, film it - and share with you!

We have been on several trips around different places in the world metal detecting, treasure hunting and exploring history. We have been metal detecting in Finland, UK, Denmark, USA, Norway and Germany. We also do some gold panning, gold sluicing and other gold exploring adventures around Sweden and Finland. Sometimes we even want to do some magnet fishing and meteorite hunting! Wherever the Minelab Equinox 800 metal detector beeps, there we are!

You should definitely follow our adventures! New video published every week! 

The Treasure is out there!

Feel free to contact us anytime! We are open to discuss collaborations, sponsorships, product reviews and more!

thetruevikings@gmail.com",8590,367,1260405,"Lifestyle_(sociology),Hobby,Technology"
UCQdovHdGjlhHpBzSBIY9JlQ,Tapshanov,Touring with Caravan around Europe with my Family. ,8540,297,704402,"Tourism,Lifestyle_(sociology)"
UC1GNLp_plebhUkbOy3TPgEQ,Jani Jäppinen,"Vaellusta ja kalastusta

Vaellus ja kalastus aiheisia juttuja eripuolelta Suomea, Ruotsia ja Norjaa. Videoiden lisäksi kirjoitan kirjoja vaeltamisesta ja kalastamisesta. Viimeisin kirjani on nimeltään Retkeilijä ja se on ostettavista kirjakaupoista.

Kuvasin ensimmäiset klipit Lapin vaelluksilla 2000 -luvun alussa. Ensimmäiset pitkät jutut kuvasin 2006-2009.Nämä julkaistiin DVD:nä ensimmäisessä kirjassani. Teen videoiden musiikit joko kokonaan ise tai sitten ne on bändini Johnny B.ja Pimeyden Ystävät tekemiä. Pimeyden Ystäviltä löytyy myös oma Youtube-kanava. 

Nykyisin viihdyn luonnossa parhaiten poikani kanssa.

Blogi: fishing-hiking.com

Email: jappinen.jani@gmail.com
Instagram: JaniJappinen
",7470,90,1223933,"Pet,Hobby,Lifestyle_(sociology),Tourism"
UCTnixL2wuUOU6ZehxPnUrMQ,Partamaani,"Hei,

Tervetuloa mielen ja maallisten aarteiden jäljille! Tällä kanavalla piipparoidaan metallinpaljastimella missä milloinkin, huuhdotaan Lapin kivet putipuhtaiksi ja nautitaan mielenmaisemista vaikkapa nuotiotulen äärellä. Mikäli tämmöinen kattaus herätti mielenkiinnon, niin tervetuloa kulkemaan mukana!",7400,114,2695642,"Hobby,Lifestyle_(sociology)"
UCdcxP2kYcdTNKfsW9xxmevw,JustDoMedia,,7370,737,3383300,"Vehicle,Lifestyle_(sociology)"
UCAJiPkLL9eTYqktEPJ13OHQ, Tube-Keijo,"Ranen ja Reijan perheen tallin tapahtumia ja muuta touhuilua turengista 👍jenkkiautoja ja mersui sekä Ladoja harrastava 
perheenisäntä kuka syntynyt -74
 tässä minun meili osoite jos haluat ottaa yhteyttä minuun
ranereijagarage@gmail.com

minulla on myös tiktok tili linkki alla...
https://www.tiktok.com/@tube_keijo

lehtijuttu minusta niin tiedän kuka olen..linkki alla..
https://www.lansivayla.fi/paikalliset/5712263

  jos haluat tukea toimintaa niin on kanava jäsenyys .
 itse olen työkyvyttömyys eläkkeellä  😥

laita meiliä tai messengerillä : Rane tube-keijo peltomäki  👍👍👍 
 
Keijolla on myös toinenkin kanava missä drone videoita ja muuta videoita ja sen linkin laitan tähän alle ja kiitos että katsoit keken videoita/videota    2 kanavan linkki tässä..

https://www.youtube.com/channel/UCI7YPhM0ELWeHu_-n4utFDw
  
tube-keijo fanituotteet löytyy     http://www.tube-keijo.fi

pitäkää itsestänne ja toisistanne huolta...
",7080,1897,3991255,"Vehicle,Lifestyle_(sociology)"
UCCRjESNsHoK3LuWd-PrQrsg,Samulin Matkassa,"🇫🇮 Videoita erityyppisistä reissuista Suomen luonnossa ja muusta mitä mieleen sattuu juolahtamaan. Tsekkaa myös insta ja facebook, joissa toisinaan reaaliajassa sen hetkiset maisemat.

Matkassa mukana:
Samuli Kiiveri
Olli Pietilä
Tuomas Manninen (kuvaus & editointi)
---
🇬🇧 We do videos mainly in Finnish nature on trekking and fishing but also on what ever we come up with. Check out also our instagram and facebook for more realtime posts.

Crew:
Samuli Kiiveri
Olli Pietilä
Tuomas Manninen (cinematography & editing)

Contact: adventurefilms@gmail.com
",6790,48,4485925,"Hobby,Lifestyle_(sociology),Pet"
UCy7_pjOtVhCa4EqAqamZZXw,旅攝Henry Lo,"土生土長香港人，熱愛旅遊醉心攝影；走遍全球7大洲，遊歷世界三極，踏足過全球超過70個國家及600多個城市，擅長用影像為他紀錄每一個在旅程上探索過的動人故事。
Henry 於 2012年中開始在Facebook 創立「旅．攝」專頁，透過動人照片及旅遊文章，發放正面能量，至今Facebook 及IG追隨者超過14萬人；亦於香港各報章雜誌及網上中英文平台發表旅遊文章及攝影作品。亦曾多次被旅行社，本地傳媒及私人機構邀請，作為旅遊及攝影講座之講者。
於2017年，成立慈善機構「種子行動」，深信「旅遊就是教育」，擴闊香港新一代的視野。",6780,76,229463,"Lifestyle_(sociology),Tourism,Hobby"
UCtuSVlea3mQtl3sL3isC-cQ,Katariina Perkonoja,"Moikka! Mun nimi on Katariina, tunnetaan myös lempinimellä Katski. Tällä kanavalla jaan kattavasti omia kokemuksiani luonnossa liikkumisesta aina ruokaresepteihin ja varuste-esittelyihin. Innostuin vaeltamisesta vuonna 2019, joten kovin kokenut retkeilijä en vielä ole, vaikka kilometrejä onkin jonkin verran ehtinyt pidemmiltä reissuiltani kertyä. Teen videot suomeksi, mutta tarjoan myös englanninkieliset tekstitykset kansainvälisille katsojille. Nautitaan yhdessä luonnosta!

Hello! My name is Katariina, also known as Katski and my trail name is Deadlift. On this channel, I share my own experiences of moving around in nature, all the way to backpacking recipes and equipment introductions. I try my best to provide English subtitles and the video title and description should be visible to you in English when the subtitles are available. Let's enjoy nature together!",6690,58,928018,"Hobby,Lifestyle_(sociology),Tourism"
UCCWOK3vK9-6ayLQZTOcHNHw,Photography by Petrova ,"Based in South Florida, I am a professional travel, landscape and climate change photographer.  I am passionate about conservation and climate change photography, and creating impactful captures  through my passion project- www.shuttershocktheproject.com

This channel is dedicated to the ART and TRUTH of the ‘CAPTURE’- subscribe to learn not only how to become a better photographer, but also how to become more deeply INSPIRED by the beauty of the landscape and INVOLVED in preserving the beauty of the natural world around you. Learn how to fully and creatively express yourself more authentically in your images, as you travel the world alongside me and my lens- making beautiful photographic ART. Explore my biggest passion- the environment- as I investigate the impact of one of our generations biggest issues-climate change-and how it effects us all,  as I try to capture the impact of it through the power of a photograph. 

COMING SOON: Photography Education Videos for Kids and Adults


",6640,90,107528,"Hobby,Lifestyle_(sociology),Tourism"
UCvcrx10XaRu3_rP2nHHXtCQ,SkyBlue Disc Golf,"Disc Golf Media from Northern Finland since 2015!

https://www.patreon.com/skybluediscgolf/
https://www.facebook.com/skybluediscgolf/
https://www.instagram.com/skybluediscgolf/
http://www.skyblue.fi/
",6440,251,1797720,"Hobby,Lifestyle_(sociology)"
UCThu0-oxGuilObrm69lNdIg,Kenttätalli TähtiKavio,"Moikka, ja tervetuloa kanavalleni 🤍 Ihanaa, että olet löytänyt tänne. Kenttätalli Tähtikavio on vuonna 2018 perustettu tällä hetkellä 13 hevosen keppihevostalli, joka pitää aktiivisesti tunteja ja valmennuksia ✨
-
Oman youtubekanavani perustin vuonna 2020, ja siitä kanava on lähtenyt nousuun 😍 Kuvaan keppihevosia ja teen niistä videoita. Kanavalleni kuvaan kaikenlaisia videoita keppihevosiin liittyen, hyppää mukaan ja tutki mitä kanavani pitää sisällään! 🫶🏻
-
SOMET:

https://msha.ke/kenttatalli.tahti.kavio",6430,140,919149,"Pet,Lifestyle_(sociology)"
UC6Xai82XuTqRCVklRCDJYKA,Longclaw Adventures,"Tavallisen kaverin ulkoilmaseikkailuja ja vaellusopastusta! 🏕
Katso tulevan kauden vaellukset osoitteesta: https://www.vaellukset.fi/ 
Outdoor adventures of an average guy.
Ulkoilua / Vaellusta / Varusteita / Ruokaa
Suomi, Finland

Olen koulutettu Erä- ja Luonto-opas ja järjestän ohjattuja vaelluksia pääsääntöisesti Lapissa. 

Seuraa myös Instagramissa: https://www.instagram.com/longclaw_adventures
Yhteydenotot, opaspalvelut ja yhteistyökuviot, katso sähköposti alta.
",6360,73,537674,"Hobby,Lifestyle_(sociology),Tourism"
UCiBacuBfpXWx1kS2KeKV3HQ,Dragonfly Erävideot,"Dragonfly Erävideot tarjoaa aitoja jahtivideoita metsästysmailta & kalavesiltä! Kaikki videot ovat nähtävillä ilmaiseksi Dragonfly Erävideot Youtube -kanavalla.

Uusien videoiden tuotanto loppunut.


Hyviä katselukertoja toivottaa,
Dragonfly Erävideot porukka",6310,72,1266870,"Hobby,Lifestyle_(sociology)"
UCQUTl9Pa7x4HYkBJix2sXKA,Markus ja Saara Atula,"Olemme Markus ja Saara Atula ja teemme vaelluksiltamme ja retkiltämme videoita. Kanavan pääasiallinen sisältö tulee olemaan Pohjoismaihin sijoittuvia vaellusvideoita kaikkina vuodenaikoina höystettynä maukkaalla retkiruoalla ja laadultaan vaihtelevalla höpinällä. Myös elokuvamaisempia luontofilmejä saattaa ajoittain tulla. Yleensä liikutaan jalkaisin, mutta talvella myös hiihtäen ja kesällä välillä kajakeilla. Tervetuloa mukaan!",6280,39,696014,"Hobby,Lifestyle_(sociology),Tourism"
UCncpxTSd0zkLng1g0QAoewg,Heikki Makes,"Videoita puuntyöstöstä, itse tehtyjä juttuja verstaalla, kotona ja mökillä. Videot saattaa olla sisällöltään myös jotain muuta kuin puujuttuja. Metallia ja muoviakin on jossakin projektissa mukana.

Kameran takana heiluu kahden tytön isä ja yhden vaimon mies nimeltään Heikki. Harrastelu on alkanut joskus 90 -luvulla huonekalujen tekemisellä ja vanhojen mööpeleiden kunnostuksella.

Jos haluat laittaa mulle postia tai ehdottaa jotain kaupallista yhteistyötä, nakkaa ensin sähköposti heikkimakes@gmail.com . Annan sitten muita yhteystietoja.
",6080,872,3068777,"Lifestyle_(sociology),Hobby"
UCIe90O1eRceDuSn6mBkxwSQ,Keloja Luonnosta,"Hiiohei ulkoilma- ja retkeilyihmiset! Keloja Luonnosta kanavan aiheina: Retkeily, vaellus, retkiruoka, retkeilyvarusteet, retkikohteet, retkeilyvinkit ja -etiketti, joiden ympäriltä pyrin rakentamaan tunnelmallisia tarinoita sekä reissukertomuksia.

Sähköposti: kelojaluonnosta@gmail.com",6040,189,963122,"Tourism,Lifestyle_(sociology),Hobby"
UCdeZ_RTGm59oLHZVnHYHVSg,thisisFINLANDtube,"Official and not-so-official videos about Finland and the Finns.

ThisisFINLAND.fi – things you should and shouldn't know.",5860,343,1005053,Lifestyle_(sociology)
UCTIF2PsJOYoPK9AI9QvOycQ,Oscar Sebastian,"Yhteydenotot / Yhteistyöt: 

Instagram: instagram.com/oscarsebastianofficial
Yhteistyöt: oscarsebastianofficial@gmail.com

",5760,199,1085898,"Ice_hockey,Sport,Lifestyle_(sociology)"
UChqBVvX3faw5Saf_6aBmDnQ,Pelkkää Alamäkeä,"Olen Janne, erityisesti alamäkeen tapahtuvasta maastopyöräilystä innostunut neljäkymppinen vantaalainen. ""Pelkkää Alamäkeä"" on YouTube kanavani. Kanavan sisältö on maastopyöräilyyn liittyviä videoita: visiittejä bike parkkeihin, kokemuksia kilpailemisesta ja kehittymisestä, henkilöhaastatteluja ja pientä pyörän tuunaamista. Tällä hetkellä ajossa on Mondraker Summum R, sähköpyörä Mondraker Neat R sekä dirt jumper Commencal Absolut Dirt.

Tällä kaudella sponsoreinani on BikeWorx, Hi5Bikes, Leatt, Maxxis ja NoSht!

Jos sinulla tai yritykselläsi/brändilläsi on mielessä yhteistyökuvioita kanavani kanssa, laita rohkeasti viestiä pelkkaa.alamakea@gmail.com !
",5720,296,1322482,"Vehicle,Lifestyle_(sociology),Sport"
UCYRygQVy_muqXYnMt25VBJQ,Niko Pikkuaho,Erämyksiä kaikille!,5650,43,1445604,"Hobby,Lifestyle_(sociology)"
UCQVD31tNHT3-dLfBFogV0Aw,Esan Erä ja Luonto,Tervetuloa ulkoilmakavanalleni. Kanavalla liikutaan ulkona retkeillen ja kalastaen. Kanavalla testataan myös erilaisia aiheeseen liittyviä asioita ja tarvikkeita.,5610,159,1197078,"Tourism,Lifestyle_(sociology),Hobby"
UC-fMaGF3Cli5K2H9g6s02VQ,Senioritubettaja,"Olen caravan aiheisten videoiden Yuo Tube ajan pioneeri ja tuottanut materiaalia YouTubeen reilut seitsemän vuotta ,vaan ei suotta. 2017 aloitettu caravan ja matkailu videoiden tuottaminen käsittää nyt yli 700 videon kokonaisuuden monena eri sarjana.
Soittolistoilta katsoja voi selailla videoita maittain ja sarjoittain.
Kanavalla on yli 5300 tilaajaa ja videoita on katsottu liki 2 miljoonaa kertaa.
Tämä on liikkuvien henkilöiden matkakatalogi kanava,tervetuloa mukaan ja matkaan.
Tilaa kanava niin pysyt reissuilla parhaiten kyydissä.
1.Euro Road Trip 2017 oli ensimmäinen sarja ja matka jatkuu ............               
   

 
   
",5540,751,1906581,"Tourism,Lifestyle_(sociology)"
UCAKoCx1Zcabp-dyp17dMY5g,Jarcce,"Outdoorlife and photography in Ranua, Finnish Lapland✌️😎
Photo and videoproductions


collabs: info@jarcce.fi
tiktok.com/@jarcce
instagram.com/jarcce
www.jarcce.fi

",5310,124,1101235,"Hobby,Lifestyle_(sociology)"
UC_wCE-Cg93kRDlZlhl4CZDA,Camilla Fjäder,"Slow countryside living, old house renovation and art business in Finland.",5100,133,671580,"Hobby,Lifestyle_(sociology),Pet"
UCSqIm2Ql3Fd0XL-dqnecc5Q,Jalmari Siili,"Oho! Ai tänne satuit vilkasemaan! No tilaa ihmeessä kanava ja tuu peremmälle. Löydät luultavasti ainakin jotain mitä muualta et.

Täällä voi tulla vastaan ruokavideoita, my day -videoita, legovideoita, näennäisiä haasteita, asiavideoita asialla tai ilman, mielipidevideoita, matkavlogeja, tavallisia vlogeja, epätavallisia vlogeja sekä satunnaisia yllätyselementtejä kaikkiin edellä mainittuihin liittyen. 

Kiitos, anteeksi ja tervetuloa!",5000,1231,2019645,Lifestyle_(sociology)
UC1Q1sYCecNIW5ie2WgndjAQ,Ekivaanari,"Videoita ja kuvia matkoista matkailuautolla, elämästä matkailuautossa, ulkoilusta, patikoinnista, geokätköilystä, sekä ruoan valmistamisesta, kokkailusta ja sen nauttimisesta.",4970,383,1935053,"Food,Lifestyle_(sociology),Tourism"
UCMchIvEhfzrGVMWeFlgZwnw,Hobo Sapiens,"HOBO SAPIENS
Road trip, vanlife, valokuvaus, retkiruoka ja hyvä kahvi. Siinä tämän kanavan rakennusaineet.

Yhteistyötä? Ota yhteyttä kimohman@gmail.com

 https://hobosapiens.fi
https://www.instagram.com/hobosapienskimohman
https://www.kimohman.com
https://www.tiktok.com/@hobosapienskimohman
",4850,165,541446,"Food,Lifestyle_(sociology),Tourism"
